temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,relative_humidity_2m_mean,date,frost_day,heat_day,severe_heat_day,dry_day,dry_streak,strong_wind_day,dust_storm_risk,rainy_day,continuous_rain_streak
15.5,10.7,1.6,13.5,77,2024-10-06,False,False,False,False,1,False,False,True,2
18.4,6.0,0.0,9.7,67,2024-10-07,False,False,False,True,2,False,False,False,0
18.9,7.6,0.1,16.2,70,2024-10-08,False,False,False,True,3,False,False,False,0
19.5,6.6,0.0,16.1,54,2024-10-09,False,False,False,True,4,False,False,False,0
20.6,5.1,0.0,11.1,61,2024-10-10,False,False,False,True,5,False,False,False,0
20.5,7.3,0.0,9.1,62,2024-10-11,False,False,False,True,6,False,False,False,0
18.3,8.6,1.1,11.3,79,2024-10-12,False,False,False,False,1,False,False,True,2
22.4,8.4,0.0,8.3,77,2024-10-13,False,False,False,True,2,False,False,False,0
20.6,9.2,0.0,10.7,66,2024-10-14,False,False,False,True,3,False,False,False,0
19.7,7.8,0.2,15.8,57,2024-10-15,False,False,False,True,4,False,False,False,0
17.7,11.8,1.0,13.4,78,2024-10-16,False,False,False,False,1,False,False,True,2
16.8,10.6,0.2,15.4,87,2024-10-17,False,False,False,True,2,False,False,False,0
16.7,10.2,0.2,20.6,68,2024-10-18,False,False,False,True,3,True,False,False,0
14.3,8.3,19.4,18.5,73,2024-10-19,False,False,False,False,1,True,False,True,2
17.4,7.0,4.1,22.5,63,2024-10-20,False,False,False,False,1,True,False,True,3
8.1,4.1,1.8,27.0,78,2024-10-21,False,False,False,False,1,True,False,True,4
13.4,0.7,0.0,13.7,68,2024-10-22,False,False,False,True,2,False,False,False,0
18.2,1.3,0.0,12.4,66,2024-10-23,False,False,False,True,3,False,False,False,0
19.4,4.1,0.0,11.0,74,2024-10-24,False,False,False,True,4,False,False,False,0
15.7,7.4,1.8,12.5,83,2024-10-25,False,False,False,False,1,False,False,True,2
14.5,4.3,0.0,11.4,75,2024-10-26,False,False,False,True,2,False,False,False,0
15.1,5.0,0.0,7.2,69,2024-10-27,False,False,False,True,3,False,False,False,0
19.1,4.1,0.0,12.1,72,2024-10-28,False,False,False,True,4,False,False,False,0
16.9,4.7,0.0,15.8,72,2024-10-29,False,False,False,True,5,False,False,False,0
17.6,8.0,0.6,12.4,75,2024-10-30,False,False,False,True,6,False,False,False,0
17.3,7.0,0.0,10.6,74,2024-10-31,False,False,False,True,7,False,False,False,0
16.2,5.4,0.3,8.7,81,2024-11-01,False,False,False,True,8,False,False,False,0
17.8,5.7,0.0,14.8,78,2024-11-02,False,False,False,True,9,False,False,False,0
12.8,5.5,0.0,18.2,51,2024-11-03,False,False,False,True,10,True,False,False,0
11.7,0.5,0.0,10.3,60,2024-11-04,False,False,False,True,11,False,False,False,0
12.1,0.1,0.0,9.4,69,2024-11-05,False,False,False,True,12,False,False,False,0
13.7,-0.2,0.0,8.6,69,2024-11-06,True,False,False,True,13,False,False,False,0
15.5,1.2,0.0,8.6,73,2024-11-07,False,False,False,True,14,False,False,False,0
15.4,3.3,0.0,15.1,83,2024-11-08,False,False,False,True,15,False,False,False,0
15.6,5.0,0.0,13.1,76,2024-11-09,False,False,False,True,16,False,False,False,0
14.0,3.6,0.0,10.2,63,2024-11-10,False,False,False,True,17,False,False,False,0
14.0,4.9,0.0,12.8,46,2024-11-11,False,False,False,True,18,False,False,False,0
9.4,2.5,4.1,10.8,66,2024-11-12,False,False,False,False,1,False,False,True,2
9.3,3.7,2.4,6.4,89,2024-11-13,False,False,False,False,1,False,False,True,3
10.4,1.6,0.5,10.3,88,2024-11-14,False,False,False,True,2,False,False,False,0
8.9,2.2,0.4,22.7,83,2024-11-15,False,False,False,True,3,True,False,False,0
8.4,-0.2,0.0,15.9,49,2024-11-16,True,False,False,True,4,False,False,False,0
6.1,-2.7,0.0,11.9,54,2024-11-17,True,False,False,True,5,False,False,False,0
4.0,-0.9,0.9,9.4,83,2024-11-18,True,False,False,True,6,False,False,False,0
8.2,-1.8,0.0,8.2,86,2024-11-19,True,False,False,True,7,False,False,False,0
8.6,-2.6,0.0,8.6,83,2024-11-20,True,False,False,True,8,False,False,False,0
7.1,-2.4,0.0,11.9,73,2024-11-21,True,False,False,True,9,False,False,False,0
8.0,-2.6,0.0,11.4,72,2024-11-22,True,False,False,True,10,False,False,False,0
7.9,-2.3,0.0,10.5,85,2024-11-23,True,False,False,True,11,False,False,False,0
3.7,-1.6,0.3,13.8,69,2024-11-24,True,False,False,True,12,False,False,False,0
-1.9,-6.3,0.0,16.9,41,2024-11-25,True,False,False,True,13,False,False,False,0
-0.4,-8.6,0.0,16.7,41,2024-11-26,True,False,False,True,14,False,False,False,0
3.7,-5.2,0.0,15.6,40,2024-11-27,True,False,False,True,15,False,False,False,0
5.2,-5.5,0.0,14.2,45,2024-11-28,True,False,False,True,16,False,False,False,0
6.2,-4.3,0.0,7.4,49,2024-11-29,True,False,False,True,17,False,False,False,0
6.8,-3.0,0.0,6.5,54,2024-11-30,True,False,False,True,18,False,False,False,0
6.4,-4.6,0.0,16.0,52,2024-12-01,True,False,False,True,19,False,False,False,0
1.3,-6.0,0.0,11.5,48,2024-12-02,True,False,False,True,20,False,False,False,0
3.8,-5.7,0.0,9.5,50,2024-12-03,True,False,False,True,21,False,False,False,0
3.6,-4.5,0.0,14.1,61,2024-12-04,True,False,False,True,22,False,False,False,0
2.4,-5.2,0.0,12.6,66,2024-12-05,True,False,False,True,23,False,False,False,0
2.3,-6.6,0.0,15.0,61,2024-12-06,True,False,False,True,24,False,False,False,0
-2.6,-7.2,0.0,11.4,50,2024-12-07,True,False,False,True,25,False,False,False,0
0.6,-9.5,0.0,11.4,41,2024-12-08,True,False,False,True,26,False,False,False,0
1.6,-8.2,0.0,13.3,47,2024-12-09,True,False,False,True,27,False,False,False,0
-1.1,-5.7,1.7,11.9,62,2024-12-10,True,False,False,False,1,False,False,True,2
-0.4,-8.4,0.0,9.7,72,2024-12-11,True,False,False,True,2,False,False,False,0
-2.2,-8.6,0.0,17.1,59,2024-12-12,True,False,False,True,3,True,False,False,0
-4.3,-12.2,0.0,13.3,52,2024-12-13,True,False,False,True,4,False,False,False,0
-1.9,-13.4,0.0,8.3,43,2024-12-14,True,False,False,True,5,False,False,False,0
-0.1,-12.5,0.0,6.8,36,2024-12-15,True,False,False,True,6,False,False,False,0
1.3,-12.0,0.0,6.5,45,2024-12-16,True,False,False,True,7,False,False,False,0
-0.2,-11.7,0.0,7.5,41,2024-12-17,True,False,False,True,8,False,False,False,0
-0.1,-8.5,0.0,11.6,43,2024-12-18,True,False,False,True,9,False,False,False,0
-0.3,-10.7,0.2,16.9,55,2024-12-19,True,False,False,True,10,False,False,False,0
-4.9,-12.2,0.0,12.9,51,2024-12-20,True,False,False,True,11,False,False,False,0
-7.0,-14.9,0.0,13.1,45,2024-12-21,True,False,False,True,12,False,False,False,0
-1.0,-13.4,0.0,12.3,46,2024-12-22,True,False,False,True,13,False,False,False,0
0.4,-5.7,0.0,9.5,47,2024-12-23,True,False,False,True,14,False,False,False,0
-1.0,-11.9,0.0,9.1,52,2024-12-24,True,False,False,True,15,False,False,False,0
-0.5,-10.0,0.0,12.3,42,2024-12-25,True,False,False,True,16,False,False,False,0
-1.4,-10.6,0.2,17.9,46,2024-12-26,True,False,False,True,17,True,False,False,0
-4.8,-13.2,0.0,17.0,49,2024-12-27,True,False,False,True,18,True,False,False,0
-1.1,-15.4,0.0,9.2,42,2024-12-28,True,False,False,True,19,False,False,False,0
3.0,-13.0,0.0,20.8,41,2024-12-29,True,False,False,True,20,True,False,False,0
1.6,-9.9,0.0,9.5,44,2024-12-30,True,False,False,True,21,False,False,False,0
3.5,-12.5,0.0,10.2,38,2024-12-31,True,False,False,True,22,False,False,False,0
2.3,-8.8,0.0,11.5,39,2025-01-01,True,False,False,True,23,False,False,False,0
-0.2,-9.8,0.0,12.8,41,2025-01-02,True,False,False,True,24,False,False,False,0
1.2,-8.8,0.2,9.8,43,2025-01-03,True,False,False,True,25,False,False,False,0
2.1,-10.6,0.0,20.0,50,2025-01-04,True,False,False,True,26,True,False,False,0
2.4,-5.5,0.0,13.5,42,2025-01-05,True,False,False,True,27,False,False,False,0
1.1,-9.0,0.0,10.4,34,2025-01-06,True,False,False,True,28,False,False,False,0
1.0,-10.4,0.0,6.1,37,2025-01-07,True,False,False,True,29,False,False,False,0
-1.4,-9.7,0.0,10.4,45,2025-01-08,True,False,False,True,30,False,False,False,0
-1.5,-11.7,0.0,12.5,42,2025-01-09,True,False,False,True,31,False,False,False,0
-1.3,-9.9,0.0,16.5,52,2025-01-10,True,False,False,True,32,False,False,False,0
-1.9,-7.7,1.2,27.1,55,2025-01-11,True,False,False,False,1,True,False,True,2
3.3,-13.1,0.0,15.7,51,2025-01-12,True,False,False,True,2,False,False,False,0
4.3,-9.7,0.0,17.3,48,2025-01-13,True,False,False,True,3,True,False,False,0
-3.8,-9.9,0.0,15.5,49,2025-01-14,True,False,False,True,4,False,False,False,0
-2.9,-14.0,0.0,8.4,29,2025-01-15,True,False,False,True,5,False,False,False,0
-0.4,-15.4,0.0,10.1,44,2025-01-16,True,False,False,True,6,False,False,False,0
2.2,-12.7,0.0,8.6,31,2025-01-17,True,False,False,True,7,False,False,False,0
4.2,-9.6,0.0,10.5,35,2025-01-18,True,False,False,True,8,False,False,False,0
5.0,-11.4,0.0,8.0,39,2025-01-19,True,False,False,True,9,False,False,False,0
6.2,-9.7,0.0,8.8,36,2025-01-20,True,False,False,True,10,False,False,False,0
6.2,-5.3,0.0,10.0,32,2025-01-21,True,False,False,True,11,False,False,False,0
5.4,-8.0,0.0,12.4,35,2025-01-22,True,False,False,True,12,False,False,False,0
5.7,-6.0,0.0,13.1,37,2025-01-23,True,False,False,True,13,False,False,False,0
2.9,-2.5,5.2,16.3,87,2025-01-24,True,False,False,False,1,False,False,True,2
-2.5,-13.2,3.9,13.0,79,2025-01-25,True,False,False,False,1,False,False,True,3
-12.3,-23.3,0.0,7.9,71,2025-01-26,True,False,False,True,2,False,False,False,0
-11.5,-24.2,0.0,6.4,76,2025-01-27,True,False,False,True,3,False,False,False,0
-6.8,-23.0,0.0,5.2,77,2025-01-28,True,False,False,True,4,False,False,False,0
-2.8,-19.7,0.0,5.8,74,2025-01-29,True,False,False,True,5,False,False,False,0
0.3,-15.2,0.0,6.8,68,2025-01-30,True,False,False,True,6,False,False,False,0
0.4,-11.5,0.0,7.5,68,2025-01-31,True,False,False,True,7,False,False,False,0
1.5,-10.3,0.0,14.2,67,2025-02-01,True,False,False,True,8,False,False,False,0
-1.1,-9.6,0.0,16.7,63,2025-02-02,True,False,False,True,9,False,False,False,0
-1.6,-13.9,0.0,12.7,62,2025-02-03,True,False,False,True,10,False,False,False,0
-1.1,-14.5,0.0,24.6,61,2025-02-04,True,False,False,True,11,True,False,False,0
-2.6,-15.5,0.0,20.9,52,2025-02-05,True,False,False,True,12,True,False,False,0
-6.6,-16.0,0.0,35.0,40,2025-02-06,True,False,False,True,13,True,False,False,0
-8.9,-22.2,0.0,22.8,38,2025-02-07,True,False,False,True,14,True,False,False,0
-4.2,-17.4,0.0,11.4,39,2025-02-08,True,False,False,True,15,False,False,False,0
1.5,-15.9,0.0,9.9,46,2025-02-09,True,False,False,True,16,False,False,False,0
7.7,-12.5,0.0,11.7,46,2025-02-10,True,False,False,True,17,False,False,False,0
2.4,-5.9,0.0,19.1,41,2025-02-11,True,False,False,True,18,True,False,False,0
0.4,-12.3,0.0,15.4,24,2025-02-12,True,False,False,True,19,False,True,False,0
4.0,-11.9,0.0,11.4,21,2025-02-13,True,False,False,True,20,False,False,False,0
7.4,-8.0,0.0,17.4,24,2025-02-14,True,False,False,True,21,True,True,False,0
5.4,-5.1,0.0,15.4,28,2025-02-15,True,False,False,True,22,False,True,False,0
5.4,-6.0,0.0,9.7,42,2025-02-16,True,False,False,True,23,False,False,False,0
7.1,-5.1,0.0,15.5,36,2025-02-17,True,False,False,True,24,False,False,False,0
4.4,-4.1,0.0,14.8,33,2025-02-18,True,False,False,True,25,False,False,False,0
4.1,-3.8,0.0,15.1,39,2025-02-19,True,False,False,True,26,False,False,False,0
4.3,-4.1,0.1,12.7,52,2025-02-20,True,False,False,True,27,False,False,False,0
3.3,-5.1,0.0,18.4,50,2025-02-21,True,False,False,True,28,True,False,False,0
-0.8,-8.8,0.0,16.0,25,2025-02-22,True,False,False,True,29,False,True,False,0
0.1,-10.1,0.0,13.4,16,2025-02-23,True,False,False,True,30,False,False,False,0
4.8,-8.2,0.0,10.2,21,2025-02-24,True,False,False,True,31,False,False,False,0
8.3,-6.3,0.0,12.3,32,2025-02-25,True,False,False,True,32,False,False,False,0
8.3,-5.8,0.0,9.9,34,2025-02-26,True,False,False,True,33,False,False,False,0
10.4,-4.7,0.0,9.5,32,2025-02-27,True,False,False,True,34,False,False,False,0
10.9,-5.0,0.0,12.0,36,2025-02-28,True,False,False,True,35,False,False,False,0
12.6,-2.2,0.8,22.3,52,2025-03-01,True,False,False,True,36,True,False,False,0
3.4,-0.6,6.9,17.1,84,2025-03-02,True,False,False,False,1,True,False,True,2
6.5,-2.7,0.8,12.4,82,2025-03-03,True,False,False,True,2,False,False,False,0
7.6,-3.8,0.0,8.7,77,2025-03-04,True,False,False,True,3,False,False,False,0
6.8,-2.7,0.0,14.2,73,2025-03-05,True,False,False,True,4,False,False,False,0
6.3,-4.3,0.1,10.8,60,2025-03-06,True,False,False,True,5,False,False,False,0
9.6,-4.0,0.0,13.0,62,2025-03-07,True,False,False,True,6,False,False,False,0
12.4,-2.3,0.0,15.2,52,2025-03-08,True,False,False,True,7,False,False,False,0
13.7,-1.3,0.0,17.8,57,2025-03-09,True,False,False,True,8,True,False,False,0
15.5,-0.5,0.2,15.9,59,2025-03-10,True,False,False,True,9,False,False,False,0
11.9,-0.1,0.0,18.3,50,2025-03-11,True,False,False,True,10,True,False,False,0
12.9,-4.1,0.0,10.0,44,2025-03-12,True,False,False,True,11,False,False,False,0
12.6,1.0,0.1,24.2,43,2025-03-13,False,False,False,True,12,True,False,False,0
10.3,0.6,0.3,31.2,51,2025-03-14,False,False,False,True,13,True,False,False,0
3.6,-4.1,0.0,27.9,46,2025-03-15,True,False,False,True,14,True,False,False,0
4.2,-6.5,0.0,14.0,26,2025-03-16,True,False,False,True,15,False,False,False,0
8.5,-7.2,0.0,16.3,27,2025-03-17,True,False,False,True,16,False,True,False,0
10.2,-3.8,0.0,11.1,28,2025-03-18,True,False,False,True,17,False,False,False,0
12.3,-4.1,0.0,9.8,28,2025-03-19,True,False,False,True,18,False,False,False,0
14.1,-2.8,0.0,8.7,26,2025-03-20,True,False,False,True,19,False,False,False,0
15.5,-2.7,0.0,10.2,23,2025-03-21,True,False,False,True,20,False,False,False,0
16.8,-0.2,0.0,17.6,21,2025-03-22,True,False,False,True,21,True,True,False,0
19.8,4.5,0.0,25.6,19,2025-03-23,False,False,False,True,22,True,True,False,0
23.3,5.2,0.0,27.4,17,2025-03-24,False,False,False,True,23,True,True,False,0
22.9,6.5,0.0,35.7,30,2025-03-25,False,False,False,True,24,True,True,False,0
13.7,2.0,0.9,31.6,24,2025-03-26,False,False,False,True,25,True,True,False,0
3.4,-2.4,0.0,30.4,20,2025-03-27,True,False,False,True,26,True,True,False,0
2.4,-8.7,0.0,22.4,19,2025-03-28,True,False,False,True,27,True,True,False,0
6.9,-6.2,0.0,13.4,24,2025-03-29,True,False,False,True,28,False,False,False,0
9.7,-3.7,0.0,11.1,25,2025-03-30,True,False,False,True,29,False,False,False,0
14.5,-2.6,0.0,16.6,22,2025-03-31,True,False,False,True,30,False,True,False,0
16.1,-0.9,0.0,12.9,19,2025-04-01,True,False,False,True,31,False,False,False,0
15.6,-1.7,0.0,12.3,33,2025-04-02,True,False,False,True,32,False,False,False,0
18.7,1.8,0.0,20.9,29,2025-04-03,False,False,False,True,33,True,True,False,0
16.1,3.3,0.0,17.1,26,2025-04-04,False,False,False,True,34,True,True,False,0
19.4,-1.5,0.0,17.4,24,2025-04-05,True,False,False,True,35,True,True,False,0
23.9,5.2,0.0,17.6,14,2025-04-06,False,False,False,True,36,True,True,False,0
22.9,2.3,0.1,13.8,22,2025-04-07,False,False,False,True,37,False,False,False,0
20.3,8.8,0.3,27.4,36,2025-04-08,False,False,False,True,38,True,False,False,0
19.8,6.4,0.0,13.9,19,2025-04-09,False,False,False,True,39,False,False,False,0
22.3,6.1,0.0,28.5,23,2025-04-10,False,False,False,True,40,True,True,False,0
14.6,-2.3,0.1,36.2,23,2025-04-11,True,False,False,True,41,True,True,False,0
11.5,-6.9,0.0,22.6,21,2025-04-12,True,False,False,True,42,True,True,False,0
20.2,2.4,0.0,22.9,29,2025-04-13,False,False,False,True,43,True,True,False,0
22.8,5.5,0.0,8.7,35,2025-04-14,False,False,False,True,44,False,False,False,0
25.9,8.2,0.0,24.8,26,2025-04-15,False,False,False,True,45,True,True,False,0
24.2,10.1,0.0,23.5,21,2025-04-16,False,False,False,True,46,True,True,False,0
27.1,8.7,0.0,29.4,23,2025-04-17,False,False,False,True,47,True,True,False,0
19.8,10.7,1.4,19.2,34,2025-04-18,False,False,False,False,1,True,False,True,2
26.0,7.0,0.0,18.8,33,2025-04-19,False,False,False,True,2,True,False,False,0
27.6,12.0,0.0,19.4,35,2025-04-20,False,False,False,True,3,True,False,False,0
19.5,8.8,1.8,29.8,39,2025-04-21,False,False,False,False,1,True,False,True,2
21.0,2.3,0.0,12.5,26,2025-04-22,False,False,False,True,2,False,False,False,0
23.8,8.2,0.0,26.2,20,2025-04-23,False,False,False,True,3,True,True,False,0
22.7,6.0,0.0,11.8,19,2025-04-24,False,False,False,True,4,False,False,False,0
26.2,9.2,0.0,20.7,18,2025-04-25,False,False,False,True,5,True,True,False,0
24.8,14.3,0.0,31.3,19,2025-04-26,False,False,False,True,6,True,True,False,0
18.7,8.3,0.0,20.5,15,2025-04-27,False,False,False,True,7,True,True,False,0
22.0,5.9,0.0,14.5,14,2025-04-28,False,False,False,True,8,False,False,False,0
25.2,8.7,0.1,25.0,21,2025-04-29,False,False,False,True,9,True,True,False,0
23.6,13.7,0.3,19.6,33,2025-04-30,False,False,False,True,10,True,False,False,0
30.8,13.6,0.0,22.9,23,2025-05-01,False,False,False,True,11,True,True,False,0
26.4,11.9,0.0,39.4,32,2025-05-02,False,False,False,True,12,True,False,False,0
20.8,6.6,0.0,12.5,31,2025-05-03,False,False,False,True,13,False,False,False,0
13.9,7.3,5.5,26.5,44,2025-05-04,False,False,False,False,1,True,False,True,2
16.7,8.1,0.3,33.9,35,2025-05-05,False,False,False,True,2,True,False,False,0
24.6,5.3,0.0,11.4,35,2025-05-06,False,False,False,True,3,False,False,False,0
21.9,12.0,0.1,19.5,40,2025-05-07,False,False,False,True,4,True,False,False,0
17.8,9.0,0.0,15.0,46,2025-05-08,False,False,False,True,5,False,False,False,0
18.1,5.9,0.2,26.8,44,2025-05-09,False,False,False,True,6,True,False,False,0
21.6,6.5,0.0,11.9,32,2025-05-10,False,False,False,True,7,False,False,False,0
27.4,8.6,0.0,17.7,18,2025-05-11,False,False,False,True,8,True,True,False,0
28.1,13.6,0.0,22.0,20,2025-05-12,False,False,False,True,9,True,True,False,0
28.3,15.3,0.2,26.1,30,2025-05-13,False,False,False,True,10,True,True,False,0
27.2,12.0,0.0,14.1,37,2025-05-14,False,False,False,True,11,False,False,False,0
30.7,14.3,0.0,11.1,22,2025-05-15,False,False,False,True,12,False,False,False,0
29.3,16.3,0.0,28.4,17,2025-05-16,False,False,False,True,13,True,True,False,0
22.1,8.8,0.0,25.3,26,2025-05-17,False,False,False,True,14,True,True,False,0
30.9,11.2,0.0,18.7,24,2025-05-18,False,False,False,True,15,True,True,False,0
35.5,18.7,0.0,19.7,16,2025-05-19,False,True,False,True,16,True,True,False,0
36.9,18.8,0.0,20.9,17,2025-05-20,False,True,False,True,17,True,True,False,0
34.3,20.2,0.0,20.3,21,2025-05-21,False,False,False,True,18,True,True,False,0
22.7,12.1,3.1,26.9,53,2025-05-22,False,False,False,False,1,True,False,True,2
21.5,9.3,0.0,26.3,41,2025-05-23,False,False,False,True,2,True,False,False,0
24.3,9.4,0.0,12.7,39,2025-05-24,False,False,False,True,3,False,False,False,0
24.0,11.4,0.1,13.9,41,2025-05-25,False,False,False,True,4,False,False,False,0
27.4,11.8,0.0,12.6,38,2025-05-26,False,False,False,True,5,False,False,False,0
29.4,14.6,0.0,24.1,39,2025-05-27,False,False,False,True,6,True,False,False,0
31.6,16.6,0.0,24.3,36,2025-05-28,False,False,False,True,7,True,False,False,0
32.2,18.1,0.0,26.7,36,2025-05-29,False,False,False,True,8,True,False,False,0
25.2,14.2,0.5,31.5,43,2025-05-30,False,False,False,True,9,True,False,False,0
26.8,11.0,0.0,11.4,44,2025-05-31,False,False,False,True,10,False,False,False,0
28.8,16.9,0.0,15.7,30,2025-06-01,False,False,False,True,11,False,True,False,0
27.8,14.9,0.0,19.1,17,2025-06-02,False,False,False,True,12,True,True,False,0
28.9,13.1,0.0,12.1,20,2025-06-03,False,False,False,True,13,False,False,False,0
32.1,15.1,0.0,18.1,21,2025-06-04,False,False,False,True,14,True,True,False,0
30.9,17.0,0.0,11.1,24,2025-06-05,False,False,False,True,15,False,False,False,0
34.4,17.8,0.0,13.7,21,2025-06-06,False,False,False,True,16,False,False,False,0
33.2,20.6,0.0,25.0,19,2025-06-07,False,False,False,True,17,True,True,False,0
33.5,21.2,0.1,21.6,23,2025-06-08,False,False,False,True,18,True,True,False,0
33.5,20.6,0.0,24.9,23,2025-06-09,False,False,False,True,19,True,True,False,0
33.1,17.6,0.0,12.0,23,2025-06-10,False,False,False,True,20,False,False,False,0
37.3,19.4,0.0,16.4,20,2025-06-11,False,True,False,True,21,False,True,False,0
33.7,22.0,0.0,28.9,23,2025-06-12,False,False,False,True,22,True,True,False,0
31.3,19.0,2.1,22.3,34,2025-06-13,False,False,False,False,1,True,False,True,2
21.5,15.2,1.7,27.1,57,2025-06-14,False,False,False,False,1,True,False,True,3
28.2,12.7,0.0,27.9,35,2025-06-15,False,False,False,True,2,True,False,False,0
32.5,15.1,0.0,12.9,28,2025-06-16,False,False,False,True,3,False,False,False,0
30.2,18.0,0.2,9.6,30,2025-06-17,False,False,False,True,4,False,False,False,0
32.9,19.5,0.0,20.4,36,2025-06-18,False,False,False,True,5,True,False,False,0
30.2,20.0,0.1,19.8,41,2025-06-19,False,False,False,True,6,True,False,False,0
33.0,16.8,0.0,11.3,43,2025-06-20,False,False,False,True,7,False,False,False,0
33.1,17.9,0.0,8.4,32,2025-06-21,False,False,False,True,8,False,False,False,0
29.9,19.1,0.2,27.5,44,2025-06-22,False,False,False,True,9,True,False,False,0
26.5,18.4,4.7,15.8,60,2025-06-23,False,False,False,False,1,False,False,True,2
26.7,18.9,0.1,17.6,56,2025-06-24,False,False,False,True,2,True,False,False,0
25.4,18.0,1.0,18.3,51,2025-06-25,False,False,False,False,1,True,False,True,2
27.3,16.1,0.4,10.8,53,2025-06-26,False,False,False,True,2,False,False,False,0
25.2,17.1,5.1,13.6,75,2025-06-27,False,False,False,False,1,False,False,True,2
29.8,16.5,0.0,10.2,57,2025-06-28,False,False,False,True,2,False,False,False,0
30.0,18.4,3.5,11.7,56,2025-06-29,False,False,False,False,1,False,False,True,2
26.7,17.2,10.1,7.4,74,2025-06-30,False,False,False,False,1,False,False,True,3
27.8,17.6,0.0,11.7,63,2025-07-01,False,False,False,True,2,False,False,False,0
30.1,19.1,0.2,12.2,62,2025-07-02,False,False,False,True,3,False,False,False,0
33.6,18.4,0.0,9.1,54,2025-07-03,False,False,False,True,4,False,False,False,0
23.4,16.7,7.6,18.3,72,2025-07-04,False,False,False,False,1,True,False,True,2
28.3,13.7,0.0,5.9,66,2025-07-05,False,False,False,True,2,False,False,False,0
28.7,18.5,0.0,12.7,53,2025-07-06,False,False,False,True,3,False,False,False,0
33.3,17.7,0.0,10.8,47,2025-07-07,False,False,False,True,4,False,False,False,0
31.8,20.7,1.4,18.0,58,2025-07-08,False,False,False,False,1,True,False,True,2
31.7,18.1,0.5,10.7,55,2025-07-09,False,False,False,True,2,False,False,False,0
36.5,20.0,0.1,20.5,47,2025-07-10,False,True,False,True,3,True,False,False,0
34.7,22.9,0.6,23.7,50,2025-07-11,False,False,False,True,4,True,False,False,0
35.0,23.5,0.0,21.9,47,2025-07-12,False,True,False,True,5,True,False,False,0
37.2,23.4,0.0,20.3,42,2025-07-13,False,True,False,True,6,True,False,False,0
37.5,24.7,0.0,15.0,39,2025-07-14,False,True,False,True,7,False,False,False,0
38.6,26.5,0.0,16.9,32,2025-07-15,False,True,True,True,8,False,False,False,0
36.4,24.4,0.1,13.5,33,2025-07-16,False,True,False,True,9,False,False,False,0
36.5,23.9,0.1,16.4,33,2025-07-17,False,True,False,True,10,False,False,False,0
35.1,23.5,6.5,19.7,58,2025-07-18,False,True,False,False,1,True,False,True,2
27.4,21.6,12.1,15.2,85,2025-07-19,False,False,False,False,1,False,False,True,3
28.3,19.5,0.3,7.5,67,2025-07-20,False,False,False,True,2,False,False,False,0
31.4,17.1,0.0,14.9,56,2025-07-21,False,False,False,True,3,False,False,False,0
31.6,18.5,1.0,17.8,60,2025-07-22,False,False,False,False,1,True,False,True,2
33.6,21.2,0.4,14.3,62,2025-07-23,False,False,False,True,2,False,False,False,0
24.6,21.1,13.2,13.0,89,2025-07-24,False,False,False,False,1,False,False,True,2
27.5,19.7,0.5,10.3,83,2025-07-25,False,False,False,True,2,False,False,False,0
30.2,19.4,0.3,10.6,77,2025-07-26,False,False,False,True,3,False,False,False,0
31.5,20.1,0.0,8.7,72,2025-07-27,False,False,False,True,4,False,False,False,0
33.2,22.4,0.0,14.9,65,2025-07-28,False,False,False,True,5,False,False,False,0
33.2,21.5,0.0,18.8,56,2025-07-29,False,False,False,True,6,True,False,False,0
35.0,19.0,4.1,13.2,51,2025-07-30,False,True,False,False,1,False,False,True,2
25.3,20.4,10.2,19.4,87,2025-07-31,False,False,False,False,1,True,False,True,3
29.1,19.7,0.6,6.0,82,2025-08-01,False,False,False,True,2,False,False,False,0
31.8,21.1,1.6,11.1,75,2025-08-02,False,False,False,False,1,False,False,True,2
31.7,21.6,6.0,13.1,78,2025-08-03,False,False,False,False,1,False,False,True,3
25.9,21.8,4.2,13.5,87,2025-08-04,False,False,False,False,1,False,False,True,4
28.6,21.0,0.0,7.8,79,2025-08-05,False,False,False,True,2,False,False,False,0
28.1,20.5,0.0,6.7,74,2025-08-06,False,False,False,True,3,False,False,False,0
29.6,20.0,16.5,14.7,73,2025-08-07,False,False,False,False,1,False,False,True,2
24.8,19.4,15.6,11.0,85,2025-08-08,False,False,False,False,1,False,False,True,3
28.5,18.1,0.0,9.5,73,2025-08-09,False,False,False,True,2,False,False,False,0
29.1,19.5,1.8,12.6,72,2025-08-10,False,False,False,False,1,False,False,True,2
31.0,17.4,0.5,13.2,68,2025-08-11,False,False,False,True,2,False,False,False,0
29.4,19.4,0.7,20.5,55,2025-08-12,False,False,False,True,3,True,False,False,0
30.0,15.7,0.0,9.0,53,2025-08-13,False,False,False,True,4,False,False,False,0
32.1,17.0,0.0,14.8,56,2025-08-14,False,False,False,True,5,False,False,False,0
32.1,19.4,0.0,12.2,54,2025-08-15,False,False,False,True,6,False,False,False,0
33.5,20.5,0.0,14.8,55,2025-08-16,False,False,False,True,7,False,False,False,0
33.4,22.0,0.0,10.1,54,2025-08-17,False,False,False,True,8,False,False,False,0
32.4,22.2,0.0,14.9,53,2025-08-18,False,False,False,True,9,False,False,False,0
32.9,21.3,0.2,15.0,59,2025-08-19,False,False,False,True,10,False,False,False,0
