temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,relative_humidity_2m_mean,date,frost_day,heat_day,severe_heat_day,dry_day,dry_streak,strong_wind_day,dust_storm_risk,rainy_day,continuous_rain_streak,temp_range,temp_avg,cluster_label
18.1,5.8,0.2,26.8,44,2025-05-09,False,False,False,True,6,True,False,False,0,12.3,11.950000000000001,0
21.6,6.5,0.0,11.9,32,2025-05-10,False,False,False,True,7,False,False,False,0,15.100000000000001,14.05,0
27.4,8.6,0.0,17.7,18,2025-05-11,False,False,False,True,8,True,True,False,0,18.799999999999997,18.0,0
28.1,13.6,0.0,22.0,20,2025-05-12,False,False,False,True,9,True,True,False,0,14.500000000000002,20.85,0
28.3,15.2,0.2,26.1,30,2025-05-13,False,False,False,True,10,True,True,False,0,13.100000000000001,21.75,0
27.1,12.0,0.0,14.1,37,2025-05-14,False,False,False,True,11,False,False,False,0,15.100000000000001,19.55,0
30.6,14.2,0.0,11.1,22,2025-05-15,False,False,False,True,12,False,False,False,0,16.400000000000002,22.4,0
29.3,16.3,0.0,28.4,17,2025-05-16,False,False,False,True,13,True,True,False,0,13.0,22.8,0
22.0,8.8,0.0,25.3,26,2025-05-17,False,False,False,True,14,True,True,False,0,13.2,15.4,0
30.9,11.2,0.0,18.7,24,2025-05-18,False,False,False,True,15,True,True,False,0,19.7,21.049999999999997,0
35.5,18.6,0.0,19.7,16,2025-05-19,False,True,False,True,16,True,True,False,0,16.9,27.05,0
36.9,18.8,0.0,20.9,17,2025-05-20,False,True,False,True,17,True,True,False,0,18.099999999999998,27.85,0
34.3,20.2,0.0,20.3,21,2025-05-21,False,False,False,True,18,True,True,False,0,14.099999999999998,27.25,0
22.7,12.1,3.1,26.9,53,2025-05-22,False,False,False,False,1,True,False,True,2,10.6,17.4,0
21.5,9.2,0.0,26.3,41,2025-05-23,False,False,False,True,2,True,False,False,0,12.3,15.35,0
24.2,9.4,0.0,12.7,39,2025-05-24,False,False,False,True,3,False,False,False,0,14.799999999999999,16.8,0
24.0,11.4,0.1,13.9,41,2025-05-25,False,False,False,True,4,False,False,False,0,12.6,17.7,0
27.4,11.8,0.0,12.6,38,2025-05-26,False,False,False,True,5,False,False,False,0,15.599999999999998,19.6,0
29.4,14.6,0.0,24.1,39,2025-05-27,False,False,False,True,6,True,False,False,0,14.799999999999999,22.0,0
31.5,16.5,0.0,24.3,36,2025-05-28,False,False,False,True,7,True,False,False,0,15.0,24.0,0
32.2,18.0,0.0,26.7,36,2025-05-29,False,False,False,True,8,True,False,False,0,14.200000000000003,25.1,0
25.1,14.1,0.5,31.5,43,2025-05-30,False,False,False,True,9,True,False,False,0,11.000000000000002,19.6,0
26.8,10.9,0.0,11.4,44,2025-05-31,False,False,False,True,10,False,False,False,0,15.9,18.85,0
28.8,16.9,0.0,15.7,30,2025-06-01,False,False,False,True,11,False,True,False,0,11.900000000000002,22.85,0
27.8,14.9,0.0,19.1,17,2025-06-02,False,False,False,True,12,True,True,False,0,12.9,21.35,0
28.9,13.1,0.0,12.1,20,2025-06-03,False,False,False,True,13,False,False,False,0,15.799999999999999,21.0,0
32.0,15.1,0.0,18.1,21,2025-06-04,False,False,False,True,14,True,True,False,0,16.9,23.55,0
30.9,17.0,0.0,11.1,24,2025-06-05,False,False,False,True,15,False,False,False,0,13.899999999999999,23.95,0
34.4,17.8,0.0,13.7,21,2025-06-06,False,False,False,True,16,False,False,False,0,16.599999999999998,26.1,0
33.2,20.6,0.0,25.0,19,2025-06-07,False,False,False,True,17,True,True,False,0,12.600000000000001,26.900000000000002,0
33.5,21.2,0.1,21.6,23,2025-06-08,False,False,False,True,18,True,True,False,0,12.3,27.35,0
33.5,20.6,0.0,24.9,23,2025-06-09,False,False,False,True,19,True,True,False,0,12.899999999999999,27.05,0
33.0,17.6,0.0,12.0,23,2025-06-10,False,False,False,True,20,False,False,False,0,15.399999999999999,25.3,0
37.2,19.4,0.0,16.4,20,2025-06-11,False,True,False,True,21,False,True,False,0,17.800000000000004,28.3,0
33.7,22.0,0.0,28.9,23,2025-06-12,False,False,False,True,22,True,True,False,0,11.700000000000003,27.85,0
31.2,19.0,2.1,22.3,34,2025-06-13,False,False,False,False,1,True,False,True,2,12.2,25.1,0
21.5,15.1,1.7,27.1,57,2025-06-14,False,False,False,False,1,True,False,True,3,6.4,18.3,2
28.2,12.6,0.0,27.9,35,2025-06-15,False,False,False,True,2,True,False,False,0,15.6,20.4,0
32.5,15.1,0.0,12.9,28,2025-06-16,False,False,False,True,3,False,False,False,0,17.4,23.8,0
30.2,18.0,0.2,9.6,30,2025-06-17,False,False,False,True,4,False,False,False,0,12.2,24.1,0
32.8,19.5,0.0,20.4,36,2025-06-18,False,False,False,True,5,True,False,False,0,13.299999999999997,26.15,0
30.2,20.0,0.1,19.8,41,2025-06-19,False,False,False,True,6,True,False,False,0,10.2,25.1,0
33.0,16.8,0.0,11.3,43,2025-06-20,False,False,False,True,7,False,False,False,0,16.2,24.9,0
33.1,17.9,0.0,8.4,32,2025-06-21,False,False,False,True,8,False,False,False,0,15.200000000000003,25.5,0
29.9,19.1,0.2,27.5,44,2025-06-22,False,False,False,True,9,True,False,False,0,10.799999999999997,24.5,0
26.5,18.4,4.7,15.8,60,2025-06-23,False,False,False,False,1,False,False,True,2,8.100000000000001,22.45,2
26.7,18.9,0.1,17.6,56,2025-06-24,False,False,False,True,2,True,False,False,0,7.800000000000001,22.799999999999997,2
25.4,18.0,1.0,18.3,51,2025-06-25,False,False,False,False,1,True,False,True,2,7.399999999999999,21.7,2
27.3,16.1,0.4,10.8,53,2025-06-26,False,False,False,True,2,False,False,False,0,11.2,21.700000000000003,2
25.2,17.0,5.1,13.6,75,2025-06-27,False,False,False,False,1,False,False,True,2,8.2,21.1,2
29.8,16.5,0.0,10.2,57,2025-06-28,False,False,False,True,2,False,False,False,0,13.3,23.15,2
30.0,18.4,3.5,11.7,56,2025-06-29,False,False,False,False,1,False,False,True,2,11.600000000000001,24.2,2
26.6,17.1,10.1,7.4,74,2025-06-30,False,False,False,False,1,False,False,True,3,9.5,21.85,2
27.8,17.5,0.0,11.7,63,2025-07-01,False,False,False,True,2,False,False,False,0,10.3,22.65,2
30.0,19.1,0.2,12.2,62,2025-07-02,False,False,False,True,3,False,False,False,0,10.899999999999999,24.55,2
33.5,18.4,0.0,9.1,54,2025-07-03,False,False,False,True,4,False,False,False,0,15.100000000000001,25.95,0
23.4,16.6,7.6,18.3,72,2025-07-04,False,False,False,False,1,True,False,True,2,6.799999999999997,20.0,2
28.2,13.7,0.0,5.9,66,2025-07-05,False,False,False,True,2,False,False,False,0,14.5,20.95,2
28.7,18.5,0.0,12.7,53,2025-07-06,False,False,False,True,3,False,False,False,0,10.2,23.6,2
33.3,17.6,0.0,10.8,47,2025-07-07,False,False,False,True,4,False,False,False,0,15.699999999999996,25.45,0
31.8,20.6,1.4,18.0,58,2025-07-08,False,False,False,False,1,True,False,True,2,11.2,26.200000000000003,2
31.7,18.0,0.5,10.7,55,2025-07-09,False,False,False,True,2,False,False,False,0,13.7,24.85,0
36.5,20.0,0.1,20.5,47,2025-07-10,False,True,False,True,3,True,False,False,0,16.5,28.25,0
34.7,22.9,0.6,23.7,50,2025-07-11,False,False,False,True,4,True,False,False,0,11.800000000000004,28.8,0
35.0,23.5,0.0,21.9,47,2025-07-12,False,True,False,True,5,True,False,False,0,11.5,29.25,0
37.2,23.4,0.0,20.3,42,2025-07-13,False,True,False,True,6,True,False,False,0,13.800000000000004,30.3,0
37.5,24.6,0.0,15.0,39,2025-07-14,False,True,False,True,7,False,False,False,0,12.899999999999999,31.05,0
38.5,26.5,0.0,16.9,32,2025-07-15,False,True,True,True,8,False,False,False,0,12.0,32.5,0
36.3,24.4,0.1,13.5,33,2025-07-16,False,True,False,True,9,False,False,False,0,11.899999999999999,30.349999999999998,0
36.5,23.9,0.1,16.4,33,2025-07-17,False,True,False,True,10,False,False,False,0,12.600000000000001,30.2,0
35.0,23.5,6.5,19.7,58,2025-07-18,False,True,False,False,1,True,False,True,2,11.5,29.25,2
27.4,21.5,12.1,15.2,85,2025-07-19,False,False,False,False,1,False,False,True,3,5.899999999999999,24.45,2
28.3,19.5,0.3,7.5,67,2025-07-20,False,False,False,True,2,False,False,False,0,8.8,23.9,2
31.4,17.1,0.0,14.9,56,2025-07-21,False,False,False,True,3,False,False,False,0,14.299999999999997,24.25,0
31.5,18.5,1.0,17.8,60,2025-07-22,False,False,False,False,1,True,False,True,2,13.0,25.0,0
33.5,21.2,0.4,14.3,62,2025-07-23,False,False,False,True,2,False,False,False,0,12.3,27.35,2
24.6,21.1,13.2,13.0,89,2025-07-24,False,False,False,False,1,False,False,True,2,3.5,22.85,2
27.5,19.6,0.5,10.3,83,2025-07-25,False,False,False,True,2,False,False,False,0,7.899999999999999,23.55,2
30.1,19.4,0.3,10.6,77,2025-07-26,False,False,False,True,3,False,False,False,0,10.700000000000003,24.75,2
31.5,20.1,0.0,8.7,72,2025-07-27,False,False,False,True,4,False,False,False,0,11.399999999999999,25.8,2
33.2,22.4,0.0,14.9,65,2025-07-28,False,False,False,True,5,False,False,False,0,10.800000000000004,27.8,2
33.2,21.5,0.0,18.8,56,2025-07-29,False,False,False,True,6,True,False,False,0,11.700000000000003,27.35,0
35.0,19.0,4.1,13.2,51,2025-07-30,False,True,False,False,1,False,False,True,2,16.0,27.0,0
25.3,20.4,10.2,19.4,87,2025-07-31,False,False,False,False,1,True,False,True,3,4.900000000000002,22.85,2
29.0,19.6,0.6,6.0,82,2025-08-01,False,False,False,True,2,False,False,False,0,9.399999999999999,24.3,2
31.8,21.0,1.6,11.1,75,2025-08-02,False,False,False,False,1,False,False,True,2,10.8,26.4,2
31.6,21.5,6.0,13.1,78,2025-08-03,False,False,False,False,1,False,False,True,3,10.100000000000001,26.55,2
25.9,21.8,4.2,13.5,87,2025-08-04,False,False,False,False,1,False,False,True,4,4.099999999999998,23.85,2
28.6,21.0,0.0,7.8,79,2025-08-05,False,False,False,True,2,False,False,False,0,7.600000000000001,24.8,2
28.0,20.5,0.0,6.7,74,2025-08-06,False,False,False,True,3,False,False,False,0,7.5,24.25,2
29.6,20.0,16.5,14.7,73,2025-08-07,False,False,False,False,1,False,False,True,2,9.600000000000001,24.8,2
24.8,19.4,15.6,11.0,85,2025-08-08,False,False,False,False,1,False,False,True,3,5.400000000000002,22.1,2
28.5,18.1,0.0,9.5,73,2025-08-09,False,False,False,True,2,False,False,False,0,10.399999999999999,23.3,2
29.1,19.5,1.8,12.6,72,2025-08-10,False,False,False,False,1,False,False,True,2,9.600000000000001,24.3,2
31.0,17.4,0.5,13.2,68,2025-08-11,False,False,False,True,2,False,False,False,0,13.600000000000001,24.2,2
29.4,19.4,0.7,20.5,55,2025-08-12,False,False,False,True,3,True,False,False,0,10.0,24.4,2
30.0,15.7,0.0,9.0,53,2025-08-13,False,False,False,True,4,False,False,False,0,14.3,22.85,0
32.0,17.0,0.0,14.8,56,2025-08-14,False,False,False,True,5,False,False,False,0,15.0,24.5,0
32.0,19.4,0.0,12.2,54,2025-08-15,False,False,False,True,6,False,False,False,0,12.600000000000001,25.7,0
33.5,20.5,0.0,14.8,55,2025-08-16,False,False,False,True,7,False,False,False,0,13.0,27.0,0
33.3,22.0,0.0,10.1,54,2025-08-17,False,False,False,True,8,False,False,False,0,11.299999999999997,27.65,2
32.4,22.1,0.0,14.9,53,2025-08-18,False,False,False,True,9,False,False,False,0,10.299999999999997,27.25,2
32.8,21.2,0.2,15.0,59,2025-08-19,False,False,False,True,10,False,False,False,0,11.599999999999998,27.0,2
29.5,20.2,0.3,16.8,64,2025-08-20,False,False,False,True,11,False,False,False,0,9.3,24.85,2
25.4,16.5,2.3,11.9,66,2025-08-21,False,False,False,False,1,False,False,True,2,8.899999999999999,20.95,2
24.9,14.8,2.0,16.4,68,2025-08-22,False,False,False,False,1,False,False,True,3,10.099999999999998,19.85,2
25.0,14.0,0.1,8.0,74,2025-08-23,False,False,False,True,2,False,False,False,0,11.0,19.5,2
26.5,14.9,0.0,8.8,66,2025-08-24,False,False,False,True,3,False,False,False,0,11.6,20.7,2
29.0,16.8,0.0,14.5,61,2025-08-25,False,False,False,True,4,False,False,False,0,12.2,22.9,2
24.5,17.8,27.2,18.8,86,2025-08-26,False,False,False,False,1,True,False,True,2,6.699999999999999,21.15,2
21.0,16.9,2.3,14.2,84,2025-08-27,False,False,False,False,1,False,False,True,3,4.100000000000001,18.95,2
22.1,15.4,0.5,17.7,82,2025-08-28,False,False,False,True,2,True,False,False,0,6.700000000000001,18.75,2
25.5,14.0,0.0,19.2,64,2025-08-29,False,False,False,True,3,True,False,False,0,11.5,19.75,2
25.7,13.4,0.0,9.9,72,2025-08-30,False,False,False,True,4,False,False,False,0,12.299999999999999,19.55,2
27.5,13.9,0.0,10.9,67,2025-08-31,False,False,False,True,5,False,False,False,0,13.6,20.7,2
30.4,16.5,0.0,8.9,57,2025-09-01,False,False,False,True,6,False,False,False,0,13.899999999999999,23.45,2
23.0,16.6,5.3,10.0,71,2025-09-02,False,False,False,False,1,False,False,True,2,6.399999999999999,19.8,2
26.4,13.6,0.0,8.7,71,2025-09-03,False,False,False,True,2,False,False,False,0,12.799999999999999,20.0,2
28.0,16.8,0.1,10.1,69,2025-09-04,False,False,False,True,3,False,False,False,0,11.2,22.4,2
24.1,14.9,0.2,11.7,62,2025-09-05,False,False,False,True,4,False,False,False,0,9.200000000000001,19.5,2
27.9,11.6,0.0,13.9,56,2025-09-06,False,False,False,True,5,False,False,False,0,16.299999999999997,19.75,0
26.8,14.2,0.0,10.1,52,2025-09-07,False,False,False,True,6,False,False,False,0,12.600000000000001,20.5,2
30.0,13.4,0.0,9.8,46,2025-09-08,False,False,False,True,7,False,False,False,0,16.6,21.7,0
30.5,16.6,0.0,15.2,47,2025-09-09,False,False,False,True,8,False,False,False,0,13.899999999999999,23.55,0
30.9,17.0,0.0,11.0,58,2025-09-10,False,False,False,True,9,False,False,False,0,13.899999999999999,23.95,2
28.8,18.4,2.1,21.5,67,2025-09-11,False,False,False,False,1,True,False,True,2,10.400000000000002,23.6,2
28.6,16.3,0.3,8.0,68,2025-09-12,False,False,False,True,2,False,False,False,0,12.3,22.450000000000003,2
28.7,17.1,0.0,12.1,47,2025-09-13,False,False,False,True,3,False,False,False,0,11.599999999999998,22.9,0
29.7,14.1,0.0,11.9,37,2025-09-14,False,False,False,True,4,False,False,False,0,15.6,21.9,0
29.4,17.3,0.0,22.5,45,2025-09-15,False,False,False,True,5,True,False,False,0,12.099999999999998,23.35,0
22.0,14.2,3.2,23.1,47,2025-09-16,False,False,False,False,1,True,False,True,2,7.800000000000001,18.1,2
21.6,12.8,0.1,7.5,61,2025-09-17,False,False,False,True,2,False,False,False,0,8.8,17.200000000000003,2
20.4,13.3,4.9,14.7,68,2025-09-18,False,False,False,False,1,False,False,True,2,7.099999999999998,16.85,2
23.7,12.1,0.0,9.4,72,2025-09-19,False,False,False,True,2,False,False,False,0,11.6,17.9,2
22.0,14.3,0.0,11.3,64,2025-09-20,False,False,False,True,3,False,False,False,0,7.699999999999999,18.15,2
17.2,12.1,7.1,11.3,81,2025-09-21,False,False,False,False,1,False,False,True,2,5.1,14.649999999999999,2
21.5,8.9,4.5,19.7,78,2025-09-22,False,False,False,False,1,True,False,True,3,12.6,15.2,2
21.6,9.7,6.5,16.3,67,2025-09-23,False,False,False,False,1,False,False,True,4,11.900000000000002,15.65,2
22.0,7.6,0.0,13.3,64,2025-09-24,False,False,False,True,2,False,False,False,0,14.4,14.8,2
21.9,12.9,0.2,12.5,61,2025-09-25,False,False,False,True,3,False,False,False,0,8.999999999999998,17.4,2
22.3,12.4,0.2,8.5,71,2025-09-26,False,False,False,True,4,False,False,False,0,9.9,17.35,2
22.8,12.4,0.3,6.7,77,2025-09-27,False,False,False,True,5,False,False,False,0,10.4,17.6,2
23.3,11.8,0.0,11.5,64,2025-09-28,False,False,False,True,6,False,False,False,0,11.5,17.55,2
23.9,13.1,0.0,13.2,59,2025-09-29,False,False,False,True,7,False,False,False,0,10.799999999999999,18.5,2
24.0,10.6,0.0,10.9,61,2025-09-30,False,False,False,True,8,False,False,False,0,13.4,17.3,2
19.3,12.3,0.2,18.0,63,2025-10-01,False,False,False,True,9,True,False,False,0,7.0,15.8,2
21.8,9.0,0.0,10.0,69,2025-10-02,False,False,False,True,10,False,False,False,0,12.8,15.4,2
20.9,9.8,0.0,9.0,78,2025-10-03,False,False,False,True,11,False,False,False,0,11.099999999999998,15.35,2
22.8,12.5,0.0,9.7,63,2025-10-04,False,False,False,True,12,False,False,False,0,10.3,17.65,2
16.6,10.3,1.0,22.0,56,2025-10-05,False,False,False,False,1,True,False,True,2,6.300000000000001,13.450000000000001,2
19.3,7.8,0.0,10.5,74,2025-10-06,False,False,False,True,2,False,False,False,0,11.5,13.55,2
18.2,12.5,1.6,14.4,53,2025-10-07,False,False,False,False,1,False,False,True,2,5.699999999999999,15.35,2
13.2,10.3,8.6,18.4,86,2025-10-08,False,False,False,False,1,True,False,True,3,2.8999999999999986,11.75,2
13.9,10.0,1.6,8.1,84,2025-10-09,False,False,False,False,1,False,False,True,4,3.9000000000000004,11.95,2
11.1,9.2,4.0,7.4,92,2025-10-10,False,False,False,False,1,False,False,True,5,1.9000000000000004,10.149999999999999,2
13.3,7.9,0.1,6.4,81,2025-10-11,False,False,False,True,2,False,False,False,0,5.4,10.600000000000001,2
17.1,9.4,0.2,12.7,77,2025-10-12,False,False,False,True,3,False,False,False,0,7.700000000000001,13.25,2
20.0,6.6,0.0,13.8,71,2025-10-13,False,False,False,True,4,False,False,False,0,13.4,13.3,2
18.5,8.9,0.1,13.0,77,2025-10-14,False,False,False,True,5,False,False,False,0,9.6,13.7,2
18.3,7.8,0.0,8.5,82,2025-10-15,False,False,False,True,6,False,False,False,0,10.5,13.05,2
17.0,7.4,0.0,31.9,73,2025-10-16,False,False,False,True,7,True,False,False,0,9.6,12.2,2
9.9,3.3,0.0,15.7,50,2025-10-17,False,False,False,True,8,False,False,False,0,6.6000000000000005,6.6,1
14.2,3.4,0.0,18.3,63,2025-10-18,False,False,False,True,9,True,False,False,0,10.799999999999999,8.799999999999999,2
6.2,-2.7,0.0,15.0,60,2025-10-19,True,False,False,True,10,False,False,False,0,8.9,1.75,1
10.1,-0.6,0.0,15.4,65,2025-10-20,True,False,False,True,11,False,False,False,0,10.7,4.75,1
12.2,3.9,0.1,13.6,79,2025-10-21,False,False,False,True,12,False,False,False,0,8.299999999999999,8.049999999999999,2
13.9,6.9,0.0,11.1,76,2025-10-22,False,False,False,True,13,False,False,False,0,7.0,10.4,2
12.9,4.3,0.0,12.4,79,2025-10-23,False,False,False,True,14,False,False,False,0,8.600000000000001,8.6,2
14.2,4.2,0.0,10.2,78,2025-10-24,False,False,False,True,15,False,False,False,0,10.0,9.2,2
13.5,5.3,0.5,18.9,80,2025-10-25,False,False,False,True,16,True,False,False,0,8.2,9.4,2
10.4,0.5,0.0,11.0,61,2025-10-26,False,False,False,True,17,False,False,False,0,9.9,5.45,1
13.1,0.6,0.0,8.7,68,2025-10-27,False,False,False,True,18,False,False,False,0,12.5,6.85,1
16.3,0.2,0.0,8.3,75,2025-10-28,False,False,False,True,19,False,False,False,0,16.1,8.25,2
15.6,2.0,0.0,8.0,72,2025-10-29,False,False,False,True,20,False,False,False,0,13.6,8.8,2
14.8,2.3,0.0,14.6,68,2025-10-30,False,False,False,True,21,False,False,False,0,12.5,8.55,2
14.2,1.5,0.0,6.8,66,2025-10-31,False,False,False,True,22,False,False,False,0,12.7,7.85,1
13.9,0.2,0.0,8.2,68,2025-11-01,False,False,False,True,23,False,False,False,0,13.700000000000001,7.05,1
13.4,-0.2,0.0,9.6,63,2025-11-02,True,False,False,True,24,False,False,False,0,13.6,6.6000000000000005,1
15.1,1.3,0.0,11.4,65,2025-11-03,False,False,False,True,25,False,False,False,0,13.799999999999999,8.2,1
15.2,2.8,0.0,9.7,78,2025-11-04,False,False,False,True,26,False,False,False,0,12.399999999999999,9.0,2
13.6,4.2,0.1,11.5,80,2025-11-05,False,False,False,True,27,False,False,False,0,9.399999999999999,8.9,2
12.6,8.1,5.0,13.5,87,2025-11-06,False,False,False,False,1,False,False,True,2,4.5,10.35,2
11.4,4.7,0.1,9.8,65,2025-11-07,False,False,False,True,2,False,False,False,0,6.7,8.05,2
11.2,0.1,0.0,18.4,58,2025-11-08,False,False,False,True,3,True,False,False,0,11.1,5.6499999999999995,1
10.8,-2.8,0.0,10.6,60,2025-11-09,True,False,False,True,4,False,False,False,0,13.600000000000001,4.0,1
10.9,-0.6,0.0,11.7,64,2025-11-10,True,False,False,True,5,False,False,False,0,11.5,5.15,1
12.4,0.8,0.0,11.9,80,2025-11-11,False,False,False,True,6,False,False,False,0,11.6,6.6000000000000005,2
10.2,0.8,0.0,13.9,59,2025-11-12,False,False,False,True,7,False,False,False,0,9.399999999999999,5.5,1
9.8,-3.3,0.0,10.4,63,2025-11-13,True,False,False,True,8,False,False,False,0,13.100000000000001,3.2500000000000004,1
13.6,-1.2,0.0,16.7,41,2025-11-14,True,False,False,True,9,False,False,False,0,14.799999999999999,6.2,1
11.7,-2.5,0.0,16.2,52,2025-11-15,True,False,False,True,10,False,False,False,0,14.2,4.6,1
0.4,-6.9,0.0,22.7,43,2025-11-16,True,False,False,True,11,True,False,False,0,7.300000000000001,-3.25,1
-3.4,-9.2,0.0,13.0,29,2025-11-17,True,False,False,True,12,False,False,False,0,5.799999999999999,-6.3,1
1.4,-9.9,0.0,7.4,32,2025-11-18,True,False,False,True,13,False,False,False,0,11.3,-4.25,1
5.4,-6.8,0.0,11.3,34,2025-11-19,True,False,False,True,14,False,False,False,0,12.2,-0.6999999999999997,1
5.5,-4.8,0.0,8.3,45,2025-11-20,True,False,False,True,15,False,False,False,0,10.3,0.3500000000000001,1
6.3,-7.4,0.0,6.0,48,2025-11-21,True,False,False,True,16,False,False,False,0,13.7,-0.5500000000000003,1
8.3,-4.2,0.0,19.2,41,2025-11-22,True,False,False,True,17,True,False,False,0,12.5,2.0500000000000003,1
10.4,0.9,0.0,21.8,39,2025-11-23,False,False,False,True,18,True,False,False,0,9.5,5.65,1
1.6,-5.2,0.0,16.3,38,2025-11-24,True,False,False,True,19,False,False,False,0,6.800000000000001,-1.8,1
9.2,-4.8,0.0,26.4,33,2025-11-25,True,False,False,True,20,True,False,False,0,14.0,2.1999999999999997,1
2.2,-3.2,0.2,26.9,37,2025-11-26,True,False,False,True,21,True,False,False,0,5.4,-0.5,1
10.6,-2.4,0.0,24.8,28,2025-11-27,True,False,False,True,22,True,True,False,0,13.0,4.1,1
12.8,0.6,0.0,22.5,19,2025-11-28,False,False,False,True,23,True,True,False,0,12.200000000000001,6.7,1
12.6,-1.6,0.0,12.2,29,2025-11-29,True,False,False,True,24,False,False,False,0,14.2,5.5,1
4.3,-5.8,0.0,18.4,27,2025-11-30,True,False,False,True,25,True,True,False,0,10.1,-0.75,1
4.2,-9.5,0.0,20.3,31,2025-12-01,True,False,False,True,26,True,False,False,0,13.7,-2.65,1
-3.4,-11.6,0.0,13.6,39,2025-12-02,True,False,False,True,27,False,False,False,0,8.2,-7.5,1
2.8,-13.1,0.0,11.9,51,2025-12-03,True,False,False,True,28,False,False,False,0,15.899999999999999,-5.15,1
1.6,-9.9,0.0,7.6,46,2025-12-04,True,False,False,True,29,False,False,False,0,11.5,-4.15,1
10.1,-7.9,0.0,15.0,30,2025-12-05,True,False,False,True,30,False,True,False,0,18.0,1.0999999999999996,1
9.9,-3.8,0.0,15.0,32,2025-12-06,True,False,False,True,31,False,False,False,0,13.7,3.0500000000000003,1
5.9,-3.8,0.0,16.7,41,2025-12-07,True,False,False,True,32,False,False,False,0,9.7,1.0500000000000003,1
6.7,-6.3,0.0,16.3,49,2025-12-08,True,False,False,True,33,False,False,False,0,13.0,0.20000000000000018,1
6.7,-7.9,0.0,7.3,55,2025-12-09,True,False,False,True,34,False,False,False,0,14.600000000000001,-0.6000000000000001,1
6.1,-6.2,0.0,12.6,62,2025-12-10,True,False,False,True,35,False,False,False,0,12.3,-0.050000000000000266,1
4.2,-5.8,0.0,15.8,58,2025-12-11,True,False,False,True,36,False,False,False,0,10.0,-0.7999999999999998,1
0.0,-5.3,0.0,18.2,47,2025-12-12,True,False,False,True,37,True,False,False,0,5.3,-2.65,1
-4.6,-13.9,0.0,14.8,50,2025-12-13,True,False,False,True,38,False,False,False,0,9.3,-9.25,1
3.3,-16.3,0.0,11.7,48,2025-12-14,True,False,False,True,39,False,False,False,0,19.6,-6.5,1
5.7,-8.9,0.1,9.0,49,2025-12-15,True,False,False,True,40,False,False,False,0,14.600000000000001,-1.6,1
5.2,-5.6,0.0,10.6,44,2025-12-16,True,False,False,True,41,False,False,False,0,10.8,-0.19999999999999973,1
5.4,-7.8,0.0,9.8,52,2025-12-17,True,False,False,True,42,False,False,False,0,13.2,-1.1999999999999997,1
7.9,-7.1,0.0,14.9,53,2025-12-18,True,False,False,True,43,False,False,False,0,15.0,0.40000000000000036,1
3.0,-4.7,0.0,17.1,53,2025-12-19,True,False,False,True,44,True,False,False,0,7.7,-0.8500000000000001,1
0.9,-6.0,0.0,17.1,37,2025-12-20,True,False,False,True,45,True,False,False,0,6.9,-2.55,1
3.2,-9.9,0.0,12.2,56,2025-12-21,True,False,False,True,46,False,False,False,0,13.100000000000001,-3.35,1
4.3,-8.0,0.1,17.4,58,2025-12-22,True,False,False,True,47,True,False,False,0,12.3,-1.85,1
0.8,-6.3,0.0,15.3,48,2025-12-23,True,False,False,True,48,False,False,False,0,7.1,-2.75,1
0.6,-9.9,0.0,12.3,49,2025-12-24,True,False,False,True,49,False,False,False,0,10.5,-4.65,1
0.6,-11.2,0.0,6.9,48,2025-12-25,True,False,False,True,50,False,False,False,0,11.799999999999999,-5.3,1
3.6,-7.6,0.0,10.1,46,2025-12-26,True,False,False,True,51,False,False,False,0,11.2,-1.9999999999999998,1
3.8,-12.1,0.0,12.3,61,2025-12-27,True,False,False,True,52,False,False,False,0,15.899999999999999,-4.15,1
4.7,-7.5,0.0,14.6,53,2025-12-28,True,False,False,True,53,False,False,False,0,12.2,-1.4,1
3.2,-8.9,0.0,12.8,58,2025-12-29,True,False,False,True,54,False,False,False,0,12.100000000000001,-2.85,1
0.8,-8.1,0.0,16.6,48,2025-12-30,True,False,False,True,55,False,False,False,0,8.9,-3.65,1
-3.2,-7.0,1.1,16.5,45,2025-12-31,True,False,False,False,1,False,False,True,2,3.8,-5.1,1
-1.3,-10.7,0.0,8.4,53,2026-01-01,True,False,False,True,2,False,False,False,0,9.399999999999999,-6.0,1
-1.0,-12.1,0.0,11.1,50,2026-01-02,True,False,False,True,3,False,False,False,0,11.1,-6.55,1
0.4,-5.2,0.2,7.8,59,2026-01-03,True,False,False,True,4,False,False,False,0,5.6000000000000005,-2.4,1
-1.2,-10.6,0.0,11.8,66,2026-01-04,True,False,False,True,5,False,False,False,0,9.4,-5.8999999999999995,1
-4.6,-9.7,0.0,12.6,61,2026-01-05,True,False,False,True,6,False,False,False,0,5.1,-7.1499999999999995,1
-0.1,-14.2,0.0,11.5,57,2026-01-06,True,False,False,True,7,False,False,False,0,14.1,-7.1499999999999995,1
-1.0,-7.8,0.0,16.4,55,2026-01-07,True,False,False,True,8,False,False,False,0,6.8,-4.4,1
4.4,-11.6,0.0,19.8,50,2026-01-08,True,False,False,True,9,True,False,False,0,16.0,-3.5999999999999996,1
2.0,-3.7,0.0,25.0,29,2026-01-09,True,False,False,True,10,True,True,False,0,5.7,-0.8500000000000001,1
-3.2,-12.1,0.0,18.8,25,2026-01-10,True,False,False,True,11,True,True,False,0,8.899999999999999,-7.65,1
